Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Survey, taxonomy, and emerging paradigms of societal digital twins for public health preparedness",npj Digital Medicine,,,,10.1038/s41746-025-01737-5,Muhammad Waqas RehanMuhammad Maaz Rehan,2025,https://link.springer.com/article/10.1038/s41746-025-01737-5,Article
"Quantum key distribution in next-generation networks: a survey of space-based, aerial, and SDN-enabled frameworks for secure communication",Quantum Information Processing,,,,10.1007/s11128-026-05216-y,Dalal AljebryAhmed Barnawi,2026,https://link.springer.com/article/10.1007/s11128-026-05216-y,Article
Toward Design of an Intelligent Cyber Attack Detection System using Hybrid Feature Reduced Approach for IoT Networks,Arabian Journal for Science and Engineering,,,,10.1007/s13369-020-05181-3,Prabhat KumarGovind P. GuptaRakesh Tripathi,2021,https://link.springer.com/article/10.1007/s13369-020-05181-3,Article
Recommender Systems in Cybersecurity,Knowledge and Information Systems,,,,10.1007/s10115-023-01906-6,Leonardo FerreiraDaniel Castro SilvaMikel Uriarte Itzazelaia,2023,https://link.springer.com/article/10.1007/s10115-023-01906-6,Article
Survey on the application of deep learning in the Internet of Things,Telecommunication Systems,,,,10.1007/s11235-021-00870-2,Shabnam ShadrooAmir Masoud RahmaniAli Rezaee,2022,https://link.springer.com/article/10.1007/s11235-021-00870-2,Article
"Security Attacks, Threats, and Vulnerabilities",Adhoc and Sensor Networks: Security and Applications,,,,10.1007/978-981-95-5839-1_6,Suparna BiswasChandreyee ChowdhurySarmistha Neogy,2026,https://link.springer.com/chapter/10.1007/978-981-95-5839-1_6,Chapter
"Advancing Federated Learning: A Comprehensive Solution for Model Aggregation, Heterogeneity, Privacy, and Security",SN Computer Science,,,,10.1007/s42979-025-03934-1,Bifta Sama BariKumar Yelamarthi,2025,https://link.springer.com/article/10.1007/s42979-025-03934-1,Article
Routing revolution: strategic applications of meta-heuristic AI in wireless sensor networks—a comprehensive survey,Multimedia Tools and Applications,,,,10.1007/s11042-025-20843-w,Yiju ZingNa Zhao,2025,https://link.springer.com/article/10.1007/s11042-025-20843-w,Article
"AI-driven service placement in fog and edge computing environments: a systematic review, taxonomy and future directions",Cluster Computing,,,,10.1007/s10586-025-05759-2,Thatikonda SuprajaPriyanka ChawlaSukhpal Singh Gill,2025,https://link.springer.com/article/10.1007/s10586-025-05759-2,Article
Edge artificial intelligence for big data: a systematic review,Neural Computing and Applications,,,,10.1007/s00521-024-09723-w,Atefeh HemmatiParisa RaoufiAmir Masoud Rahmani,2024,https://link.springer.com/article/10.1007/s00521-024-09723-w,Article
An Efficient Fog-Based Attack Detection Using Ensemble of MOA-WMA for Internet of Medical Things,Innovative Systems for Intelligent Health Informatics,,,,10.1007/978-3-030-70713-2_70,Shilan S. HameedWan Haslina HassanLiza Abdul Latiff,2021,https://link.springer.com/chapter/10.1007/978-3-030-70713-2_70,Conference paper
"Data science in healthcare: techniques, challenges and opportunities",Health and Technology,,,,10.1007/s12553-024-00861-8,Pushpa DeviKishori Lal Bansal,2024,https://link.springer.com/article/10.1007/s12553-024-00861-8,Article
Architecting and Deploying Microsoft Sentinel,Design and Deploy Microsoft Azure Sentinel for IoMT,,,,10.1007/979-8-8688-2040-3_2,Puthiyavan UdayakumarDr. R Anandan,2025,https://link.springer.com/chapter/10.1007/979-8-8688-2040-3_2,Chapter
Integrated communication and secure transmission technology for Seeding-irrigation in hilly and mountainous areas based on identity authentication and SM4 algorithm,Discover Applied Sciences,,,,10.1007/s42452-026-08283-z,Cuilan YuBinjie SongShunli ShengDengquan YuXiaopei Kou,2026,https://link.springer.com/article/10.1007/s42452-026-08283-z,Article
Quantum Computing and Artificial Intelligence: A Convergence for Future Innovations,Selected Papers from the International Conference on Artificial Intelligence,,,,10.1007/978-3-032-00232-7_27,Fatma Foad AshrifRami AhmadFaiza Abdulsalam M. Mansour,2026,https://link.springer.com/chapter/10.1007/978-3-032-00232-7_27,Conference paper
A mathematical model based on modified ID3 algorithm for healthcare diagnostics model,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-023-02086-w,Arun AgarwalKhushboo JainRakesh Kumar Yadav,2023,https://link.springer.com/article/10.1007/s13198-023-02086-w,Article
Navigating the fusion of federated learning and big data: a systematic review for the AI landscape,Cluster Computing,,,,10.1007/s10586-024-05070-6,Rahul HaripriyaNilay KhareManish PandeySreemoyee Biswas,2025,https://link.springer.com/article/10.1007/s10586-024-05070-6,Article
Federated Learning on Multimodal Data: A Comprehensive Survey,Machine Intelligence Research,,,,10.1007/s11633-022-1398-0,Yi-Ming LinYuan GaoMao-Guo GongSi-Jia ZhangYuan-Qiao ZhangZhi-Yuan Li,2023,https://link.springer.com/article/10.1007/s11633-022-1398-0,Article
Smart Cities and IoT Integration,Artificial Intelligence-Driven Geographies,,,,10.1007/978-981-97-5116-7_9,Seyed Navid Mashhadi MoghaddamHuhua Cao,2024,https://link.springer.com/chapter/10.1007/978-981-97-5116-7_9,Chapter
Secure and energy-efficient data transmission framework for IoT-based healthcare applications using EMCQLR and EKECC,Cluster Computing,,,,10.1007/s10586-023-04130-7,D. BalakrishnanT. Dhiliphan RajkumarS. DhanasekaranB. S. Murugan,2023,https://link.springer.com/article/10.1007/s10586-023-04130-7,Article
A fully decentralized federated adversarial vision transformer with blockchain and secure aggregation for visual-based intrusion and malware forensics,International Journal of Data Science and Analytics,,,,10.1007/s41060-025-01011-7,Mohamad Mulham BelalSumalatha SaletiElakkiya E,2026,https://link.springer.com/article/10.1007/s41060-025-01011-7,Article
Improving energy efficiency via the use of IoT technologies with intelligent network clustering,Wireless Networks,,,,10.1007/s11276-025-03948-w,Radwan S. AbujassarOmar Al-Jarrah,2025,https://link.springer.com/article/10.1007/s11276-025-03948-w,Article
Investigating a Comprehensive IoT Security Solution Based on Blockchain,Advanced Informatics for Computing Research,,,,10.1007/978-3-031-84059-3_27,Ravinder Singh MadhanRandeep Singh,2025,https://link.springer.com/chapter/10.1007/978-3-031-84059-3_27,Conference paper
Exploring the potential of blockchain technology in modern healthcare systems,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-02132-3,Vankamamidi S. NareshRamya SadaRohini Jnana Prasoona AlluAnu Deepika GubbalaUma Devi Bandaru,2025,https://link.springer.com/article/10.1007/s12083-025-02132-3,Article
Securing synthetic faces: A GAN-blockchain approach to privacy-enhanced facial recognition,Journal of King Saud University Computer and Information Sciences,,,,10.1016/j.jksuci.2024.102036,Muhammad Ahmad Nawaz Ul GhaniKun SheMuhammad Arslan RaufMasoud AlajmiYazeed Yasin GhadiAbdulmohsen Algarni,2024,https://link.springer.com/article/10.1016/j.jksuci.2024.102036,Article
Quality of Service Enhancement for IoT-Based Smart Office System Using Ad Hoc On-Demand Distance Vector-Smart Control Ration Control Algorithm (AODV-SRCA),International Joint Conferences,,,,10.1007/978-3-031-75016-8_23,Lawrence Nforh CheSuhRamón Ángel Fernández-DíazJose Aveleria-MataMartín Bayón-GutiérrezSergio Rubio MartínHéctor Alaiz-Moretón,2024,https://link.springer.com/chapter/10.1007/978-3-031-75016-8_23,Conference paper
A Review on&#xa0;Secure and&#xa0;Private Edge Computing with&#xa0;Federated Learning,Synergies in Data Analytics and Cyber Security,,,,10.1007/978-981-95-2680-2_37,Jiajie XuXuanru GuoHongyi LyuHaolong XiangXuyun Zhang,2026,https://link.springer.com/chapter/10.1007/978-981-95-2680-2_37,Conference paper
A privacy-centric federated learning framework with blockchain and dynamic client selection mechanisms,Cluster Computing,,,,10.1007/s10586-025-05715-0,Ahmed SaidiAbdelouahab AmiraOmar Nouali,2025,https://link.springer.com/article/10.1007/s10586-025-05715-0,Article
"Edge AI: A Taxonomy, Systematic Review and Future Directions",Cluster Computing,,,,10.1007/s10586-024-04686-y,Sukhpal Singh GillMuhammed GolecJianmin HuMinxian XuJunhui DuHuaming WuGuneet Kaur WaliaSubramaniam Subramanian MurugesanBabar AliMohit KumarKejiang YePrabal VermaSurendra KumarFelix CuadradoSteve Uhlig,2024,https://link.springer.com/article/10.1007/s10586-024-04686-y,Article
"Privacy as a Lifestyle: Empowering assistive technologies for people with disabilities, challenges and future directions",Journal of King Saud University Computer and Information Sciences,,,,10.1016/j.jksuci.2024.102039,Adib HabbalHassen HamoudaAbdullah M. AlnajimSheroz KhanMohammed F. Alrifaie,2024,https://link.springer.com/article/10.1016/j.jksuci.2024.102039,Article
Cyber Security Technologies for Privacy in 6G Networks,6G Cyber Security Resilience: Trends and Challenges,,,,10.1007/978-3-031-85008-0_2,Salgar S. TharunSowmith PrajwalH. T. ChethanaC. R. AdityaHarshitha Suresh,2025,https://link.springer.com/chapter/10.1007/978-3-031-85008-0_2,Chapter
Learning automata and firefly algorithm based RPL for dynamic Internet of Things networks,Discover Computing,,,,10.1007/s10791-026-10051-x,Thiagarajan CounassegaraneSamundiswary Punniakodi,2026,https://link.springer.com/article/10.1007/s10791-026-10051-x,Article
"A Review on Machine Learning and Deep Learning Perspectives of IDS for IoT: Recent Updates, Security Issues, and Challenges",Archives of Computational Methods in Engineering,,,,10.1007/s11831-020-09496-0,Ankit ThakkarRitika Lohiya,2020,https://link.springer.com/article/10.1007/s11831-020-09496-0,Article
A blockchain-enabled encrypted neural network framework for trust-aware key management and node authentication in Industrial Internet of Things,The Journal of Supercomputing,,,,10.1007/s11227-025-07566-3,Abhishek DwivediRatish AgarwalMohammad YahyaNoha AlduaijiPiyush Kumar Shukla,2025,https://link.springer.com/article/10.1007/s11227-025-07566-3,Article
"Data dissemination in IoT networks: state-of-the-art, techniques and open research challenges",International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-025-02992-1,Bisma MashooqYashwant SinghSheikh Imroza ManzoorPradeep Kumar Singh,2025,https://link.springer.com/article/10.1007/s13198-025-02992-1,Article
Internet of Things and Artificial Intelligence in Biomedical Systems,Artificial Intelligence for Innovative Healthcare Informatics,,,,10.1007/978-3-030-96569-3_8,S. V. K. R. RajeswariVijayakumar Ponnusamy,2022,https://link.springer.com/chapter/10.1007/978-3-030-96569-3_8,Chapter
"A comprehensive survey on FANET-IoT-IoV interactions: challenges, opportunities, and future directions in 6G-enabled smart cities",Computing,,,,10.1007/s00607-025-01602-z,Rizwan RazaFarhan Aadil,2025,https://link.springer.com/article/10.1007/s00607-025-01602-z,Article
An Opportunistic Ensemble Learning Framework for Network Traffic Classification in IoT Environments,Proceedings of the Seventh International Conference on Mathematics and Computing,,,,10.1007/978-981-16-6890-6_35,Sujit BeborttaSumanta Kumar Singh,2022,https://link.springer.com/chapter/10.1007/978-981-16-6890-6_35,Conference paper
Intrusion detection for the internet of things (IoT) based on the emperor penguin colony optimization algorithm,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-04407-6,Mohammed AlweshahAbdelaziz HammouriSaleh AlkhalailehOmar Alzubi,2022,https://link.springer.com/article/10.1007/s12652-022-04407-6,Article
Recent Reinforcement Learning and Blockchain Based Security Solutions for Internet of Things: Survey,Wireless Personal Communications,,,,10.1007/s11277-023-10664-1,Rim GasmiSarra HammoudiManal LamriSaad Harous,2023,https://link.springer.com/article/10.1007/s11277-023-10664-1,Article
TITAN: Logarithm-based trust-aware integrated technique for robust anomaly neutralization in industrial WSNs,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-026-02222-w,Khushboo TripathiShaluSheetal KaushikShubham VyasMohd Anas KhanAli Ahmadian,2026,https://link.springer.com/article/10.1007/s12083-026-02222-w,Article
SpikeMimicAI and SpikeShieldNet for modality aware detection and defense against spike domain mimicry and poisoning attacks,Discover Computing,,,,10.1007/s10791-026-10321-8,Shravan Kumar BVoruganti Naresh Kumar,2026,https://link.springer.com/article/10.1007/s10791-026-10321-8,Article
Energy-Efficient Trust Evaluation Model for Resource-Constrained Intelligent IoT Systems,Next-Generation Networks and Deployable Artificial Intelligence,,,,10.1007/978-3-032-15398-2_25,Rajneesh VermaManisha Yadav,2026,https://link.springer.com/chapter/10.1007/978-3-032-15398-2_25,Conference paper
An IoT system for access control using blockchain and message queuing system,EURASIP Journal on Information Security,,,,10.1186/s13635-025-00208-4,Nilima KarankarAnita Seth,2025,https://link.springer.com/article/10.1186/s13635-025-00208-4,Article
Ethical and Privacy-Aware AI in SIoT,Social Internet of Things (SIoT) and Machine Learning—Enhancing Interconnectivity and Intelligence,,,,10.1007/978-3-032-10122-8_18,Amit VirmaniAnand Kumar MishraChetan R. DudhagaraRavi Kant MishraReva Prasad Mishra,2026,https://link.springer.com/chapter/10.1007/978-3-032-10122-8_18,Chapter
"Comparative Analysis of&#xa0;Edge Computing Architectures for&#xa0;IoT Systems: Towards Scalable, Secure and&#xa0;Sustainable Deployments",Innovative Perspectives on Computational Intelligence and Data Science,,,,10.1007/978-3-032-12481-4_8,Daniela TimisicăRadu BonceaSebastian BalmuşBogdan Dura,2026,https://link.springer.com/chapter/10.1007/978-3-032-12481-4_8,Conference paper
AI-Based Security and Privacy Solutions for Edge Computing Using Federated Learning,AI at Edge: Transforming Edge Networks with Computational Intelligence,,,,10.1007/978-3-032-16711-8_14,Oshail MadanVidushiPreety Shoran,2026,https://link.springer.com/chapter/10.1007/978-3-032-16711-8_14,Chapter
"Cognition and context-aware decision-making systems for a sustainable planet: a survey on recent advancements, applications and open challenges",Discover Sustainability,,,,10.1007/s43621-025-00954-y,John ViolosGeorgios MamanisIoannis KompatsiarisSymeon Papadopoulos,2025,https://link.springer.com/article/10.1007/s43621-025-00954-y,Article
A review of security threats and privacy issues in federated learning,International Journal of Data Science and Analytics,,,,10.1007/s41060-026-01067-z,Abhishek Kumar AgrahariAarti Gautam DinkerRajendra Bahadur Singh,2026,https://link.springer.com/article/10.1007/s41060-026-01067-z,Article
Dissecting zero trust: research landscape and its implementation in IoT,Cybersecurity,,,,10.1186/s42400-024-00212-0,Chunwen LiuRu TanYang WuYun FengZe JinFangjiao ZhangYuling LiuQixu Liu,2024,https://link.springer.com/article/10.1186/s42400-024-00212-0,Article
A real-time approach for smart building operations prediction using rule-based complex event processing and SPARQL query,The Journal of Supercomputing,,,,10.1007/s11227-024-06276-6,Shashi Shekhar KumarRitesh ChandraSonali Agarwal,2024,https://link.springer.com/article/10.1007/s11227-024-06276-6,Article
Agent-in-the-loop to distill expert knowledge into artificial intelligence models: a survey,Artificial Intelligence Review,,,,10.1007/s10462-025-11255-1,Jiayuan GaoYingwei ZhangYiqiang ChenYihan DongYuanzhe ChenShuchao SongBoshi TangYang Gu,2025,https://link.springer.com/article/10.1007/s10462-025-11255-1,Article
Hybrid lightweight encryption for IoT: integrating chaotic key generators with Feistel and substitution-permutation networks for secure 3DV transmission,Multimedia Tools and Applications,,,,10.1007/s11042-024-19203-x,Walid El-ShafaiAhmed K. MesregaHossam Eldin H. AhmedNirmeen A. ElbahnasawyFathi E. Abd El-Samie,2025,https://link.springer.com/article/10.1007/s11042-024-19203-x,Article
Waterwheel Archimedes Optimization and Resilient Consensus BiLSTM for Efficient Data Aggregation to Detect and Discard Malicious Nodes and Packets in IoT-Based Healthcare Applications,SN Computer Science,,,,10.1007/s42979-025-03873-x,Ganesh Srinivasa ShettyN. Raghu,2025,https://link.springer.com/article/10.1007/s42979-025-03873-x,Article
A Complex-Based Rethinking of&#xa0;Communications,The Power of Complex Systems,,,,10.1007/978-3-032-04243-9_3,Marialisa Scatà,2025,https://link.springer.com/chapter/10.1007/978-3-032-04243-9_3,Chapter
AI for Critical Infrastructure Protection and Resilience,AI-Driven Cybersecurity and Threat Intelligence,,,,10.1007/978-3-031-54497-2_9,Iqbal H. Sarker,2024,https://link.springer.com/chapter/10.1007/978-3-031-54497-2_9,Chapter
A Pragmatic Review of QoS Optimisations in IoT Driven Networks,Wireless Personal Communications,,,,10.1007/s11277-024-11412-9,Satyabrat SahooSatya Prakash SahooManas Ranjan Kabat,2024,https://link.springer.com/article/10.1007/s11277-024-11412-9,Article
"A Study of Security in IoT Enabled Wireless Sensor Systems: Its Features, Architectures, Communications and Application Perspectives",Advancements in IoT Sensors and Security,,,,10.1007/978-3-032-05507-1_1,Sucheta PandaSushree Bibhuprada B. PriyadarshiniDebasis Gountia,2026,https://link.springer.com/chapter/10.1007/978-3-032-05507-1_1,Chapter
"Overview of AI and communication for 6G network: fundamentals, challenges, and future research opportunities",Science China Information Sciences,,,,10.1007/s11432-024-4337-1,Qimei CuiXiaohu YouNi WeiGuoshun NanXuefei ZhangJianhua ZhangXinchen LyuMing AiXiaofeng TaoZhiyong FengPing ZhangQingqing WuMeixia TaoYongming HuangChongwen HuangGuangyi LiuChenghui PengZhiwen PanTao SunDusit NiyatoTao ChenMuhammad Khurram KhanAbbas JamalipourMohsen GuizaniChau Yuen,2025,https://link.springer.com/article/10.1007/s11432-024-4337-1,Article
Smart and&#xa0;Connected Health,"Smart and Connected Health: AI, IoT, and Trustworthy Technologies",,,,10.1007/978-3-032-06286-4_1,Farshad FirouziBahar FarahaniNegin FirouziMahmoud Daneshmand,2026,https://link.springer.com/chapter/10.1007/978-3-032-06286-4_1,Chapter
A Review on Security and Privacy of Internet of Medical Things,Intelligent Internet of Things for Healthcare and Industry,,,,10.1007/978-3-030-81473-1_8,Mohan Krishna KagitaNavod ThilakarathneThippa Reddy GadekalluPraveen Kumar Reddy Maddikunta,2022,https://link.springer.com/chapter/10.1007/978-3-030-81473-1_8,Chapter
Industry 4.0 and Key Drivers,Shaping Tomorrow: Thin Films and 3D Printing in the Fourth Industrial Revolution 1,,,,10.1007/978-3-031-84124-8_1,Kingsley UkobaTien-Chien Jen,2025,https://link.springer.com/chapter/10.1007/978-3-031-84124-8_1,Chapter
Secure routing in RPL-based IoT networks considering behavioral trust and energy requirements,The Journal of Supercomputing,,,,10.1007/s11227-025-07299-3,Fatemeh Vafaei NejadMohammad Mehdi Gilanian SadeghiMohammad Hossein Rezvani,2025,https://link.springer.com/article/10.1007/s11227-025-07299-3,Article
EdgeAutoOffloadAI a deep reinforcement learning framework for adaptive task offloading and resource management in mobile edge computing,Discover Computing,,,,10.1007/s10791-026-10037-9,Antharaju K. ChakravarthyT. Rama ReddyN. Ramakrishnaiah,2026,https://link.springer.com/article/10.1007/s10791-026-10037-9,Article
A systematic literature review on IoT application layer protocol testing and future research directions,Discover Internet of Things,,,,10.1007/s43926-026-00322-w,Maryam Asgari AraghiFerhat Khendek,2026,https://link.springer.com/article/10.1007/s43926-026-00322-w,Article
"Threat Detection, Investigation, and Response",Design and Deploy Microsoft Azure Sentinel for IoMT,,,,10.1007/979-8-8688-2040-3_4,Puthiyavan UdayakumarDr. R Anandan,2025,https://link.springer.com/chapter/10.1007/979-8-8688-2040-3_4,Chapter
"A multifaceted survey on privacy preservation of federated learning: progress, challenges, and opportunities",Artificial Intelligence Review,,,,10.1007/s10462-024-10766-7,Sanchita SahaAshlesha HotaArup Kumar ChattopadhyayAmitava NagSukumar Nandi,2024,https://link.springer.com/article/10.1007/s10462-024-10766-7,Article
Multi-Agent Systems for Collaborative Inference Based on Deep Policy Q-Inference Network,Journal of Grid Computing,,,,10.1007/s10723-024-09750-w,Shangshang WangYuqin JingKezhu WangXue Wang,2024,https://link.springer.com/article/10.1007/s10723-024-09750-w,Article
Blockchain-enabled digital twin system for brain stroke prediction,Brain Informatics,,,,10.1186/s40708-024-00247-6,Venkatesh UpadristaSajid NazirHuaglory Tianfield,2025,https://link.springer.com/article/10.1186/s40708-024-00247-6,Article
"A Study on Networked Industrial Robots in Smart Manufacturing: Vulnerabilities, Data Integrity Attacks and Countermeasures",Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-023-01984-2,Xingmao ShaoLun XieChiqin LiZhiliang Wang,2023,https://link.springer.com/article/10.1007/s10846-023-01984-2,Article
Design of a dynamic trust management and defense decision system for shared vehicle data based on blockchain and deep reinforcement learning,Scientific Reports,,,,10.1038/s41598-025-11511-y,Jinxiang ChenYan LiJiaxing DengBeicheng QinChengcai HeQiangsheng HuangJingchun Wu,2025,https://link.springer.com/article/10.1038/s41598-025-11511-y,Article
The Role of Machine Learning in the Advancement of 6G Technology: Opportunities and Challenges,6G Enabled Fog Computing in IoT,,,,10.1007/978-3-031-30101-8_13,Krishna Kumar MohbeyMalika Acharya,2023,https://link.springer.com/chapter/10.1007/978-3-031-30101-8_13,Chapter
ZTNA: Sector-Specific Analysis on the ’NO TRUST’ Security Paradigm,International Journal of Information Security,,,,10.1007/s10207-026-01286-2,Swapna M PSaranya ChandranDevi RajeevKurunandan JainKrishnashree Achuthan,2026,https://link.springer.com/article/10.1007/s10207-026-01286-2,Article
Addressing modern and practical challenges in machine learning: a survey of online federated and transfer learning,Applied Intelligence,,,,10.1007/s10489-022-04065-3,Shuang DaiFanlin Meng,2022,https://link.springer.com/article/10.1007/s10489-022-04065-3,Article
Medical Image Data Security Risk Identification Based on 6G Wireless Sensor Networks and AI-Assisted Technology,Wireless Personal Communications,,,,10.1007/s11277-024-11204-1,Chengwei LiZhen ZhangHui Xiao,2024,https://link.springer.com/article/10.1007/s11277-024-11204-1,Article
Towards Quantum-Resilient Food Systems: Federated AI and Lightweight Lattice Hashing for Blockchain-Based Traceability,SN Computer Science,,,,10.1007/s42979-025-04163-2,I. Mohammed Musthafa SheriffD. John Aravindhar,2025,https://link.springer.com/article/10.1007/s42979-025-04163-2,Article
Resource allocation in fog computing: a&#xa0;survey&#xa0;on current state and research challenges,Knowledge and Information Systems,,,,10.1007/s10115-024-02274-5,Amir Mohammad NematiNajme Mansouri,2024,https://link.springer.com/article/10.1007/s10115-024-02274-5,Article
Impact factor-based improved association rule mining-based privacy preservation model for IoT with hybrid optimal key generation,Cluster Computing,,,,10.1007/s10586-026-05982-5,Ravindra Sadashivrao ApareManoj Limchand BangareNitin Sudam MorePushpa Manoj BangareRatnaprabha Ravindra Borhade,2026,https://link.springer.com/article/10.1007/s10586-026-05982-5,Article
Artificial Intelligence-Based Secure Edge Computing Systems for IoTDs and Smart Cities: A Survey,Secure Edge and Fog Computing Enabled AI for IoT and Smart Cities,,,,10.1007/978-3-031-51097-7_13,Muhammad AsimChen JunhongLiu WenyinAhmed A. Abd El-Latif,2024,https://link.springer.com/chapter/10.1007/978-3-031-51097-7_13,Chapter
Revolutionizing Industrial Automation: Blockchain-IoT Convergence with Secure Data Sharing and Real-Time Monitoring for Smart Systems,Computational Tools for Sustainable Industrial Transformation,,,,10.1007/978-981-95-0500-5_5,Mohan Reddy SareddyShakir Khan,2025,https://link.springer.com/chapter/10.1007/978-981-95-0500-5_5,Chapter
External Threat Detection in Smart Sensor Networks Using Machine Learning Approach,Smart Sensor Networks,,,,10.1007/978-3-030-77214-7_7,Oliva DebnathHimadri Nath SahaArijit Ghosal,2022,https://link.springer.com/chapter/10.1007/978-3-030-77214-7_7,Chapter
Introduction to Internet of Things,"Quantum Computing, Sensing and Communications for IoT",,,,10.1007/978-981-95-6276-3_2,Hemant PandeJainee PatelBanshari PatelKrish PatelHimani Trivedi,2026,https://link.springer.com/chapter/10.1007/978-981-95-6276-3_2,Chapter
AI-based security and privacy enhancements for student data protection in mobile educational networks,Discover Applied Sciences,,,,10.1007/s42452-025-08144-1,Junfeng QiangYun Liu,2025,https://link.springer.com/article/10.1007/s42452-025-08144-1,Article
A comparative performance analysis of vehicular routing protocols in intelligent transportation systems,Telecommunication Systems,,,,10.1007/s11235-024-01243-1,Aradhana BehuraArun KumarPuneet Kumar Jain,2025,https://link.springer.com/article/10.1007/s11235-024-01243-1,Article
Federated Learning with Homomorphic Encryption: A Privacy-Preserving Solution for Smart Cities,International Journal of Computational Intelligence Systems,,,,10.1007/s44196-025-00829-0,Ali Alqazzaz,2025,https://link.springer.com/article/10.1007/s44196-025-00829-0,Article
A survey on various security protocols of edge computing,The Journal of Supercomputing,,,,10.1007/s11227-024-06678-6,Tathagata BhattacharyaAdithya Vardhan PeddiSrikanth PonagantiSai Teja Veeramalla,2024,https://link.springer.com/article/10.1007/s11227-024-06678-6,Article
Lightweight blockchain-based access control with efficient revocation for fog-enabled IoT,Innovations in Systems and Software Engineering,,,,10.1007/s11334-025-00608-2,Fatma EllouzeGhofrane FersiMohamed Jmaiel,2025,https://link.springer.com/article/10.1007/s11334-025-00608-2,Article
Unleashing the Power of Intelligent Cyber Physical Systems in Healthcare: A Paradigm Shift for the Workforce,Intelligent Cyber-Physical Systems for Healthcare Solutions,,,,10.1007/978-981-97-8983-2_20,Amandeep KaurAaditya SharmaManish KumarRajesh Kumar Bhatia,2024,https://link.springer.com/chapter/10.1007/978-981-97-8983-2_20,Chapter
Editorial,International Journal of Information Technology,,,,10.1007/s41870-022-01009-5,M. N. Hoda,2022,https://link.springer.com/article/10.1007/s41870-022-01009-5,Article
Detection and prevention of DDoS attacks on edge computing of IoT devices through reinforcement learning,International Journal of Information Technology,,,,10.1007/s41870-023-01508-z,Anit KumarDhanpratap  Singh,2023,https://link.springer.com/article/10.1007/s41870-023-01508-z,Article
Privacy-preserving data aggregation in WBNAs using neuro-evolutionary algorithms and post-quantum homomorphic encryption,Evolutionary Intelligence,,,,10.1007/s12065-025-01099-7,Soufiane Ben Othman,2025,https://link.springer.com/article/10.1007/s12065-025-01099-7,Article
An integrated IoT and blockchain lightweight framework for secure smart cities,Discover Internet of Things,,,,10.1007/s43926-025-00273-8,Kai GuoChengyuan ZhanMuqing NiuXiang LiZeyu ZhengAshutosh Sharma,2026,https://link.springer.com/article/10.1007/s43926-025-00273-8,Article
"Real-time Security in Sensor Networks in Sequential Approach with BWT Compression, Huffman Coding and Reduced Array Encryption",Journal of Systems Science and Systems Engineering,,,,10.1007/s11518-025-5661-0,M. Baritha Begum,2025,https://link.springer.com/article/10.1007/s11518-025-5661-0,Article
A blockchain technology with advanced lightweight symmetric cryptography schemes and smart security framework for healthcare wireless body area networks,Scientific Reports,,,,10.1038/s41598-026-48650-9,S. MuthupandianD. Manoj Kumar,2026,https://link.springer.com/article/10.1038/s41598-026-48650-9,Article
Physical Layer Security for Future Wireless Communication Systems,Hardware Security: Challenges and Solutions,,,,10.1007/978-3-031-81213-2_8,K. GunaseelanR. DhanusuyaA. R. Abdul RajakAshutosh Mishra,2025,https://link.springer.com/chapter/10.1007/978-3-031-81213-2_8,Chapter
Privacy preserving hierarchical federated learning approach for secure urban mobility prediction,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-02053-1,Vankamamidi S. NareshD. Ayaaappa,2025,https://link.springer.com/article/10.1007/s12083-025-02053-1,Article
Edge computing in big data: challenges and benefits,International Journal of Data Science and Analytics,,,,10.1007/s41060-025-00855-3,Amin KaramiMehdi Karami,2025,https://link.springer.com/article/10.1007/s41060-025-00855-3,Article
Leveraging Healthcare System with Nature-Inspired Computing Techniques: An Overview and Future Perspective,Nature-Inspired Intelligent Computing Techniques in Bioinformatics,,,,10.1007/978-981-19-6379-7_2,Mohd Faizan SiddiquiAftab AlamRoman KalmatovAzaroual MounaRicardo VillelaAinura MitalipovaYves Najm MradSyed Ali Abbas RahatBhupendra Kumar MagardeWaseem MuhammadSalieva Rana SherbaevnaNazgul TashmatovaUmurzakova Gavkharoi IslamovnaMohammad Ahmad AbuassiZeenat Parween,2023,https://link.springer.com/chapter/10.1007/978-981-19-6379-7_2,Chapter
A collaborative multi-party encryption for mitigating man-in-the-middle attacks in smart grid and energy IoT systems,Scientific Reports,,,,10.1038/s41598-026-43856-3,Mai Alfawair,2026,https://link.springer.com/article/10.1038/s41598-026-43856-3,Article
"Security, Privacy, Trust, and Provenance Issues in Internet of Things–Based Edge Environment",IoT Edge Intelligence,,,,10.1007/978-3-031-58388-9_8,Anand Kumar MishraShrikant TiwariAmit Kumar TyagiMicheal Olaolu Arowolo,2024,https://link.springer.com/chapter/10.1007/978-3-031-58388-9_8,Chapter
